SampleID	nfcore_FRIP	Arch150bpConsensus_FRIP_OLD	Arch150bpConsensus_reciprocalFRIP_OLD	Arch150bpConsensus_FRIP	Arch150bpConsensus_reciprocalFRIP	Library_ATAC	DataSet	Publication	BiologicalReplicate	TechnicalReplicate	NumCellsAssay	Tissue	Tumor	NumTumorCells	DayAdoptiveTransferCD8	NumCD8Transfer	Infection	PFU	DayHarvested	TCR	Retrovirus	Phenotype	Setting	MouseStrain	Age	Background	Treatment4GroupLabel	Treatment	Dysfunction	SelectionMethod	nfcore_bam_path	tn5_adjusted_bed_path	sample_basename	archr_peak_group_OLD	bw_FRIP_inputs_OLD	archr_peak_group	bw_FRIP_inputs
Philip2017_Lesion60_2	0.187467	0.15959	6.26605677	0.161648	6.186281303	Paired	GSE89309	Philip2017	2	1		Liver	early malignant lesions(ASTxCre-ERT2)		0	1e5-2e6	NA	NA	60	Tg_SV40-I		Terminal	Tumor	TCRTAG-Thy1.1	6-12weeks	B6	TAM	1mg tamoxifen	Y	Sort-purified (CD8/Thy1.1) TCR SV40-I CD8 T cells isolated D60 from early malignant lesions replicate#2	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Lesion60_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Lesion60_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Lesion60_2_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Terminal_Tumor_TAM	Philip2017_Lesion60_2_ATAC_REP1.mLb.clN,0.15959,6.26605677047434	Philip2017_Tg_SV40-I_Terminal-d60_Tumor_TAM	Philip2017_Lesion60_2_ATAC_REP1.mLb.clN,0.161648,6.18628130258339
Philip2017_Lesion7_1	0.294028	0.246357	4.059149933	0.248864	4.018258969	Paired	GSE89309	Philip2017	1	1		Liver	early malignant lesions(ASTxCre-ERT2)		0	1e5-2e6	NA	NA	7	Tg_SV40-I		Progenitor	Tumor	TCRTAG-Thy1.1	6-12weeks	B6	TAM	1mg tamoxifen	Y	Sort-purified (CD8/Thy1.1) TCR SV40-I CD8 T cells isolated D7 from early malignant lesions replicate#1	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Lesion7_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Lesion7_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Lesion7_1_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Progenitor_Tumor_TAM	Philip2017_Lesion7_1_ATAC_REP1.mLb.clN,0.246357,4.05914993282107	Philip2017_Tg_SV40-I_Progenitor-d7_Tumor_TAM	Philip2017_Lesion7_1_ATAC_REP1.mLb.clN,0.248864,4.01825896875402
Philip2017_Lesion7_2	0.275713	0.234455	4.265210808	0.236725	4.224310909	Paired	GSE89309	Philip2017	2	1		Liver	early malignant lesions(ASTxCre-ERT2)		0	1e5-2e6	NA	NA	7	Tg_SV40-I		Progenitor	Tumor	TCRTAG-Thy1.1	6-12weeks	B6	TAM	1mg tamoxifen	Y	Sort-purified (CD8/Thy1.1) TCR SV40-I CD8 T cells isolated D7 from early malignant lesions replicate#2	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Lesion7_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Lesion7_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Lesion7_2_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Progenitor_Tumor_TAM	Philip2017_Lesion7_2_ATAC_REP1.mLb.clN,0.234455,4.26521080804419	Philip2017_Tg_SV40-I_Progenitor-d7_Tumor_TAM	Philip2017_Lesion7_2_ATAC_REP1.mLb.clN,0.236725,4.22431090928292
Philip2017_Memory_1	0.22391	0.200851	4.978815142	0.202259	4.944155761	Paired	GSE89309	Philip2017	1	1		Spleen	NA		0	100000	LmTAG	5000000	60	Tg_SV40-I		Memory	Infection	TCRTAG-Thy1.1	6-12weeks	B6	None	NA	N	Sort-purified (CD8/Thy1.1/CD44+/CD62L+) central memory TCR SV40-I CD8 T cells replicate#1	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Memory_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Memory_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Memory_1_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Memory_Infection_None	Philip2017_Memory_1_ATAC_REP1.mLb.clN,0.200851,4.97881514157261	Philip2017_Tg_SV40-I_Memory_Infection_None	Philip2017_Memory_1_ATAC_REP1.mLb.clN,0.202259,4.94415576068308
Philip2017_Memory_3	0.414157	0.350029	2.856906142	0.352189	2.839384535	Paired	GSE89309	Philip2017	3	1		Spleen	NA		0	100000	LmTAG	5000000	60	Tg_SV40-I		Memory	Infection	TCRTAG-Thy1.1	6-12weeks	B6	None	NA	N	Sort-purified (CD8/Thy1.1/CD44+/CD62L+) central memory TCR SV40-I CD8 T cells replicate#3	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Memory_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Memory_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Memory_3_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Memory_Infection_None	Philip2017_Memory_3_ATAC_REP1.mLb.clN,0.350029,2.85690614206252	Philip2017_Tg_SV40-I_Memory_Infection_None	Philip2017_Memory_3_ATAC_REP1.mLb.clN,0.352189,2.83938453500819
Philip2017_Naive_1	0.263423	0.221714	4.510315091	0.223186	4.480567778	Paired	GSE89309	Philip2017	1	1		Spleen	NA		0	100000	LmTAG	5000000	0	Tg_SV40-I		Naive	Infection	TCRTAG-Thy1.1	6-12weeks	B6	None	NA	N	Sort-purified (CD8/CD44low) naïve transgenic TCR SV40-I CD8 T cells replicate#1	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Naive_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Naive_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Naive_1_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_1_ATAC_REP1.mLb.clN,0.221714,4.51031509061223	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_1_ATAC_REP1.mLb.clN,0.223186,4.48056777754877
Philip2017_Naive_2	0.296436	0.25146	3.97677563	0.252994	3.952662909	Paired	GSE89309	Philip2017	2	1		Spleen	NA		0	100000	LmTAG	5000000	0	Tg_SV40-I		Naive	Infection	TCRTAG-Thy1.1	6-12weeks	B6	None	NA	N	Sort-purified (CD8/CD44low) naïve transgenic TCR SV40-I CD8 T cells replicate#2	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Naive_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Naive_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Naive_2_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_2_ATAC_REP1.mLb.clN,0.25146,3.97677563031894	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_2_ATAC_REP1.mLb.clN,0.252994,3.95266290900179
Philip2017_Naive_3	0.328183	0.270569	3.695914905	0.272239	3.673242996	Paired	GSE89309	Philip2017	3	1		Spleen	NA		0	100000	LmTAG	5000000	0	Tg_SV40-I		Naive	Infection	TCRTAG-Thy1.1	6-12weeks	B6	None	NA	N	Sort-purified (CD8/CD44low) naïve transgenic TCR SV40-I CD8 T cells replicate#3	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/Philip2017_Naive_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/Philip2017_Naive_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	Philip2017_Naive_3_ATAC_REP1.mLb.clN	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_3_ATAC_REP1.mLb.clN,0.270569,3.69591490525522	Philip2017_Tg_SV40-I_Naive_Infection_None	Philip2017_Naive_3_ATAC_REP1.mLb.clN,0.272239,3.67324299604392
SB2016_effector_1	0.411538	0.368611	2.712887027	0.370739	2.697315362	Paired	GSE88987	ScottBrowne2016	1	1		Spleen	NA	NA	NA	NA	LCMV-arm5	200000	8	Endogenous		Effector	Infection	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+_H2Db-GP33tet+_CD44+	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_effector_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_effector_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_effector_1_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Effector_Infection_None	SB2016_effector_1_ATAC_REP1.mLb.clN,0.368611,2.71288702724552	ScottBrowne2016_Endogenous_Effector_Infection_None	SB2016_effector_1_ATAC_REP1.mLb.clN,0.370739,2.69731536202018
SB2016_effector_2	0.419182	0.372392	2.685342327	0.374665	2.669051019	Paired	GSE88987	ScottBrowne2016	2	1		Spleen	NA	NA	NA	NA	LCMV-arm5	200000	8	Endogenous		Effector	Infection	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+_H2Db-GP33tet+_CD44+	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_effector_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_effector_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_effector_2_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Effector_Infection_None	SB2016_effector_2_ATAC_REP1.mLb.clN,0.372392,2.6853423274399	ScottBrowne2016_Endogenous_Effector_Infection_None	SB2016_effector_2_ATAC_REP1.mLb.clN,0.374665,2.66905101891023
SB2016_memory_1	0.163755	0.160413	6.233908723	0.161492	6.192257202	Paired	GSE88987	ScottBrowne2016	1	1		Spleen	NA	NA	NA	NA	LCMV-arm5	200000	35	Endogenous		Memory	Infection	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+_H2Db-GP33tet+_CD44+_Il7Ra+_KLRG1-	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_memory_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_memory_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_memory_1_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Memory_Infection_None	SB2016_memory_1_ATAC_REP1.mLb.clN,0.160413,6.23390872310848	ScottBrowne2016_Endogenous_Memory_Infection_None	SB2016_memory_1_ATAC_REP1.mLb.clN,0.161492,6.19225720159513
SB2016_memory_2	0.305282	0.280927	3.559643608	0.282608	3.538470249	Paired	GSE88987	ScottBrowne2016	2	1		Spleen	NA	NA	NA	NA	LCMV-arm5	200000	35	Endogenous		Memory	Infection	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+_H2Db-GP33tet+_CD44+_Il7Ra+_KLRG1-	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_memory_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_memory_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_memory_2_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Memory_Infection_None	SB2016_memory_2_ATAC_REP1.mLb.clN,0.280927,3.55964360848192	ScottBrowne2016_Endogenous_Memory_Infection_None	SB2016_memory_2_ATAC_REP1.mLb.clN,0.282608,3.53847024854215
SB2016_naive_1	0.385376	0.341484	2.928394888	0.343346	2.912513907	Paired	GSE88987	ScottBrowne2016	1	1		Spleen	NA	NA	NA	NA	none	NA		Endogenous		Naive	Native	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_naive_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_naive_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_naive_1_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Naive_Native_None	SB2016_naive_1_ATAC_REP1.mLb.clN,0.341484,2.92839488819388	ScottBrowne2016_Endogenous_Naive_Native_None	SB2016_naive_1_ATAC_REP1.mLb.clN,0.343346,2.91251390725391
SB2016_naive_2	0.197655	0.200039	4.99902519	0.201383	4.965662444	Paired	GSE88987	ScottBrowne2016	2	1		Spleen	NA	NA	NA	NA	none	NA		Endogenous		Naive	Native	C57BL/6	6-10weeks	B6	None	NA	N	Live_CD8+	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2016_naive_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2016_naive_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2016_naive_2_ATAC_REP1.mLb.clN	ScottBrowne2016_Endogenous_Naive_Native_None	SB2016_naive_2_ATAC_REP1.mLb.clN,0.200039,4.99902519008793	ScottBrowne2016_Endogenous_Naive_Native_None	SB2016_naive_2_ATAC_REP1.mLb.clN,0.201383,4.96566244419837
SB2019_CART_Progenitor_1	0.348051	0.312803	3.196900285	0.314966	3.174945867	Paired	GSE123739	ScottBrowne2019	1	1		Tumor	B16-OVA-huCD19	500000	13	1500000	none	NA	21	CAR		Progenitor	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1+_Thy1.1+_PD1hi_TIM3lo_CAR	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_CART_Progenitor_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_CART_Progenitor_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_CART_Progenitor_1_ATAC_REP1.mLb.clN	ScottBrowne2019_CAR_Progenitor_Tumor_None	SB2019_CART_Progenitor_1_ATAC_REP1.mLb.clN,0.312803,3.1969002854832	ScottBrowne2019_CAR_Progenitor_Tumor_None	SB2019_CART_Progenitor_1_ATAC_REP1.mLb.clN,0.314966,3.17494586717296
SB2019_CART_Progenitor_2	0.381366	0.3247	3.079765938	0.32692	3.058852319	Paired	GSE123739	ScottBrowne2019	2	1		Tumor	B16-OVA-huCD19	500000	13	1500000	none	NA	21	CAR		Progenitor	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1+_Thy1.1+_PD1hi_TIM3lo_CAR	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_CART_Progenitor_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_CART_Progenitor_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_CART_Progenitor_2_ATAC_REP1.mLb.clN	ScottBrowne2019_CAR_Progenitor_Tumor_None	SB2019_CART_Progenitor_2_ATAC_REP1.mLb.clN,0.3247,3.07976593778873	ScottBrowne2019_CAR_Progenitor_Tumor_None	SB2019_CART_Progenitor_2_ATAC_REP1.mLb.clN,0.32692,3.05885231861006
SB2019_CART_Terminal_1	0.302668	0.260072	3.845089052	0.262218	3.813620728	Paired	GSE123739	ScottBrowne2019	1	1		Tumor	B16-OVA-huCD19	500000	13	1500000	none	NA	21	CAR		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1+_Thy1.1+_PD1hi_TIM3h_CAR	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_CART_Terminal_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_CART_Terminal_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_CART_Terminal_1_ATAC_REP1.mLb.clN	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_1_ATAC_REP1.mLb.clN,0.260072,3.84508905226245	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_1_ATAC_REP1.mLb.clN,0.262218,3.81362072779138
SB2019_CART_Terminal_2	0.184724	0.164395	6.082910064	0.165671	6.036059419	Paired	GSE123739	ScottBrowne2019	2	1		Tumor	B16-OVA-huCD19	500000	13	1500000	none	NA	21	CAR		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1+_Thy1.1+_PD1hi_TIM3h_CAR	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_CART_Terminal_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_CART_Terminal_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_CART_Terminal_2_ATAC_REP1.mLb.clN	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_2_ATAC_REP1.mLb.clN,0.164395,6.0829100641747	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_2_ATAC_REP1.mLb.clN,0.165671,6.03605941896892
SB2019_CART_Terminal_3	0.363621	0.329322	3.036541743	0.331716	3.01462697	Paired	GSE123739	ScottBrowne2019	3	1		Tumor	B16-OVA-huCD19	500000	13	1500000	none	NA	21	CAR		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1+_Thy1.1+_PD1hi_TIM3h_CAR	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_CART_Terminal_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_CART_Terminal_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_CART_Terminal_3_ATAC_REP1.mLb.clN	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_3_ATAC_REP1.mLb.clN,0.329322,3.03654174333935	ScottBrowne2019_CAR_Terminal_Tumor_None	SB2019_CART_Terminal_3_ATAC_REP1.mLb.clN,0.331716,3.01462697005872
SB2019_ENDO_Naive_1	0.337443	0.295895	3.379577215	0.297913	3.35668467	Paired	GSE123739	ScottBrowne2019	1	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		TumorNonReactive	Tumor	C57BL/6	8-12weeks	B6	None	NA	N	CD8+_CD45.1-_Thy1.1-_PD1lo_TIM3lo	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Naive_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Naive_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Naive_1_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_TumorNonReactive_Tumor_None	SB2019_ENDO_Naive_1_ATAC_REP1.mLb.clN,0.295895,3.37957721489042	ScottBrowne2019_Endogenous_TumorNonReactive_Tumor_None	SB2019_ENDO_Naive_1_ATAC_REP1.mLb.clN,0.297913,3.35668466968545
SB2019_ENDO_Naive_3	0.364537	0.315519	3.169381242	0.317682	3.14780189	Paired	GSE123739	ScottBrowne2019	3	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		TumorNonReactive	Tumor	C57BL/6	8-12weeks	B6	None	NA	N	CD8+_CD45.1-_Thy1.1-_PD1lo_TIM3lo	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Naive_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Naive_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Naive_3_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_TumorNonReactive_Tumor_None	SB2019_ENDO_Naive_3_ATAC_REP1.mLb.clN,0.315519,3.16938124170018	ScottBrowne2019_Endogenous_TumorNonReactive_Tumor_None	SB2019_ENDO_Naive_3_ATAC_REP1.mLb.clN,0.317682,3.14780188994025
SB2019_ENDO_Progenitor_1	0.331526	0.307436	3.252709507	0.309514	3.230871625	Paired	GSE123739	ScottBrowne2019	1	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Progenitor	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3lo	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Progenitor_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Progenitor_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Progenitor_1_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_1_ATAC_REP1.mLb.clN,0.307436,3.25270950701935	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_1_ATAC_REP1.mLb.clN,0.309514,3.23087162454687
SB2019_ENDO_Progenitor_2	0.336223	0.307602	3.250954155	0.30973	3.228618474	Paired	GSE123739	ScottBrowne2019	2	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Progenitor	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3lo	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Progenitor_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Progenitor_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Progenitor_2_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_2_ATAC_REP1.mLb.clN,0.307602,3.25095415504451	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_2_ATAC_REP1.mLb.clN,0.30973,3.22861847415491
SB2019_ENDO_Progenitor_3	0.37877	0.321818	3.107346388	0.324043	3.08601019	Paired	GSE123739	ScottBrowne2019	3	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Progenitor	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3lo	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Progenitor_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Progenitor_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Progenitor_3_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_3_ATAC_REP1.mLb.clN,0.321818,3.10734638833129	ScottBrowne2019_Endogenous_Progenitor_Tumor_None	SB2019_ENDO_Progenitor_3_ATAC_REP1.mLb.clN,0.324043,3.08601019000565
SB2019_ENDO_Terminal_1	0.322708	0.28368	3.525098703	0.285948	3.49713934	Paired	GSE123739	ScottBrowne2019	1	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3hi	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Terminal_1_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Terminal_1_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Terminal_1_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_1_ATAC_REP1.mLb.clN,0.28368,3.52509870276368	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_1_ATAC_REP1.mLb.clN,0.285948,3.49713934001986
SB2019_ENDO_Terminal_2	0.40448	0.352233	2.839029847	0.354644	2.81972908	Paired	GSE123739	ScottBrowne2019	2	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3hi	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Terminal_2_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Terminal_2_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Terminal_2_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_2_ATAC_REP1.mLb.clN,0.352233,2.83902984672078	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_2_ATAC_REP1.mLb.clN,0.354644,2.81972908042995
SB2019_ENDO_Terminal_3	0.42228	0.380583	2.627547736	0.383234	2.60937182	Paired	GSE123739	ScottBrowne2019	3	1		Tumor	B16-OVA-huCD19	500000	NA	NA	none	NA	21	Endogenous		Terminal	Tumor	C57BL/6	8-12weeks	B6	None	NA	Y	CD8+_CD45.1-_Thy1.1-_PD1hi_TIM3hi	/Scottbrowne/seq/tmp/SD030/nfcore_outs/atac/bowtie2/merged_library/SB2019_ENDO_Terminal_3_ATAC_REP1.mLb.clN.sorted.bam	/Scottbrowne/seq/tmp/devoes/SD030/macs2_bed/bed/SB2019_ENDO_Terminal_3_ATAC_REP1.mLb.clN.tn5.tagAlign.gzip	SB2019_ENDO_Terminal_3_ATAC_REP1.mLb.clN	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_3_ATAC_REP1.mLb.clN,0.380583,2.62754773597349	ScottBrowne2019_Endogenous_Terminal_Tumor_None	SB2019_ENDO_Terminal_3_ATAC_REP1.mLb.clN,0.383234,2.60937181982809
